customerId,comment,orderdate,next_purchase_days,non-meals,total_meat,total_white_meat,total_fish,total_vegetarian,total_vegan,language,totalLunch,TotalDinner,total_discounts,total_vouchers,mealPrice,voucherDiscount,planos,creditos,email_newsletter_weekly,email_marketing,classification,churn
6717,"Caril de legumes que acompanha com arroz, não faz sentido nos legumes ter batata",2022-03-23T00:00:00Z,6,7,0,17,0,2,3,pt,32,0,0,3,180.01,5.34,0,0,TRUE,TRUE,F,FALSE
1496,A salada estava ácida.,2022-03-22T00:00:00Z,104,1,0,7,3,0,0,pt,14,0,0,0,96.35,0,0,0,FALSE,FALSE,F,TRUE
1916,Jantar marcado para ser entregue entre 20h30 - 21h00. Chegou às 21h20 e refeição estava fria (literalmente).,2022-03-22T00:00:00Z,65,15,0,22,13,4,7,pt,69,2,0,1,435.47,1.88,0,0,FALSE,FALSE,0,TRUE
2009,O prato em termos de sabor estava delicioso como sempre mas tinha muito pouco salmão. Era praticamente só esparguete hoje.,2022-03-22T00:00:00Z,113,2,0,11,10,4,0,pt,34,0,0,8,215.24,18.06,0,0,TRUE,TRUE,F,TRUE
2530,A dose do prato das bochechas de porco era muito pequena,2022-03-22T00:00:00Z,16,2,0,7,2,0,0,pt,15,0,0,1,101.69,4.76,0,0,TRUE,TRUE,M,FALSE
2792,Picante. Não me apercebi quando encomendei. Eu não consigo comer nada com picante.,2022-03-22T00:00:00Z,367,1,0,1,0,0,0,pt,3,0,0,0,17.2,0,0,0,TRUE,TRUE,F,TRUE
3383,Nao gostei nada do prato. Arroz demasiado cozido e com muita couve,2022-03-22T00:00:00Z,0,2,0,13,3,0,2,pt,24,0,0,3,148.95,3.55,0,0,TRUE,TRUE,F,FALSE
4852,"mal embalados, fora das formas e colados uns nos outros",2022-03-22T00:00:00Z,9,38,0,30,22,8,1,pt,113,0,0,8,546.785,24.95,0,0,TRUE,TRUE,F,FALSE
5234,Muita batata e pouco peixe. Acompanhamento excelente,2022-03-22T00:00:00Z,0,3,0,135,86,24,7,pt,193,97,0,2,2156.99,5.31,0,0,FALSE,FALSE,0,FALSE
9052,Demora,2022-03-22T00:00:00Z,3,3,0,6,2,1,6,pt,22,5,0,11,71.765,101.37,0,1,TRUE,TRUE,F,FALSE
1062,Tempo de espera,2022-03-21T00:00:00Z,77,2,0,2,0,0,0,pt,4,0,0,2,11.265,5.14,0,0,FALSE,FALSE,F,TRUE
1454,"O frango frito dentro do recipiente de plastico acaba por amolecer, além de ficar oleoso. De resto tudo ótimo mas será um prato a repetir.",2022-03-21T00:00:00Z,192,0,0,2,0,0,0,pt,3,0,0,1,12.8,7.9,0,0,FALSE,FALSE,0,TRUE
2079,Por vezes chega cedo de mais e como a comida fria,2022-03-21T00:00:00Z,1,126,0,40,19,12,10,pt,211,4,0,0,857.4,0,0,0,FALSE,FALSE,0,FALSE
3145,"a entrega foi feita a ""correr"", mas a comida estava deliciosa",2022-03-21T00:00:00Z,1,6,0,1,1,2,0,pt,0,13,0,1,58.965,3.84,0,0,TRUE,TRUE,F,FALSE
5038,o frango já tinha cheiro de não ser fresco e a massa que o envolve estava todo em papas e cheia de óleo,2022-03-21T00:00:00Z,22,19,0,152,36,10,12,pt,318,0,0,21,1803.24436,216.93,0,0,TRUE,TRUE,F,FALSE
6152,Atraso e pouca simpatia,2022-03-21T00:00:00Z,0,13,0,34,29,7,23,pt,109,0,0,9,604.6131,51.18,0,0,FALSE,TRUE,F,FALSE
6825,o tempo de espera.,2022-03-21T00:00:00Z,8,33,0,27,5,6,1,pt,79,0,0,5,287.56,39.69,0,5,FALSE,TRUE,F,FALSE
11218,"Saboroso, contudo, os panados tem excesso de oleo. colocados em cima da massa, o oleo passa também para a massa.",2022-03-21T00:00:00Z,1,11,0,39,8,4,9,pt,84,0,0,2,526.22,3.58,0,4,TRUE,TRUE,0,FALSE
1067,"Muito ensonsa e sem sabor. Lentilhas mal cozinhadas, provocaram má digestão",2022-03-18T00:00:00Z,5,3,0,0,0,3,0,pt,6,0,0,1,21.15,6.4,0,0,FALSE,FALSE,F,FALSE
1093,"pouco diversificado. Muita batata de dimensões muito grandes, com uma azeitona",2022-03-18T00:00:00Z,35,98,0,18,19,4,3,pt,161,0,1,0,10.1,0,0,0,TRUE,TRUE,F,TRUE
1593,houve um grande atraso na entrega do jantar,2022-03-18T00:00:00Z,7,12,0,9,0,0,0,pt,2,22,0,0,120.5,0,0,0,TRUE,TRUE,F,FALSE
2348,Poucas lentilhas. Sabor desinteressante face a experiências anteriores,2022-03-18T00:00:00Z,7,3,0,23,6,15,10,pt,67,4,0,1,468.7,1.9,0,0,FALSE,FALSE,0,FALSE
3343,Uma vez mais atraso sempre mais de 20 minutos depois do limite da janela horária prevista. Comida fria.,2022-03-18T00:00:00Z,25,6,0,5,7,3,1,pt,24,5,0,3,152.275,22.33,0,0,TRUE,TRUE,F,FALSE
11312,Atrasaram se e recebi um email 5 minutos antes de receber o almoço,2022-03-18T00:00:00Z,24,0,0,3,1,0,2,pt,6,0,0,0,43.6,0,0,0,FALSE,FALSE,F,FALSE
1070,Simpatia,2022-03-17T00:00:00Z,96,0,0,0,1,0,1,pt,3,0,0,0,21.7,0,0,0,FALSE,FALSE,0,TRUE
1178,Plastic,2022-03-17T00:00:00Z,0,2,0,0,0,0,0,pt,4,0,0,1,14.48,4.62,0,0,FALSE,FALSE,M,FALSE
1219,"O sushi estava com o arroz muito espapassado, e alguns vinham desfeitos",2022-03-17T00:00:00Z,0,0,0,0,1,0,0,pt,0,1,0,1,2.97,6.93,0,0,FALSE,FALSE,F,FALSE
2030,"O sushi não sabia bem, o arroz tava todo espapassado",2022-03-17T00:00:00Z,0,0,0,0,1,0,0,pt,0,1,0,1,2.97,6.93,0,0,FALSE,FALSE,M,FALSE
5327,Peças de sushi muito pequenas. Mal servido,2022-03-17T00:00:00Z,0,7,0,7,6,2,1,pt,12,17,0,6,151.55493,18.54,0,2,TRUE,TRUE,F,FALSE
6922,a burrata era quase inexistente. estava à espera de uma inteira e veio só uma fatia.,2022-03-17T00:00:00Z,1,26,0,46,46,21,10,pt,157,24,0,9,1202.4,18.4,0,0,FALSE,FALSE,F,FALSE
8773,"Não gostei muito do prato de pesto. Era amargo. De resto, tudo ok.",2022-03-17T00:00:00Z,0,3,0,4,4,2,3,pt,16,5,0,8,94.3292,33.21,0,0,FALSE,FALSE,F,FALSE
9073,Sishi doesn't look fresh.,2022-03-17T00:00:00Z,0,0,0,3,2,0,0,en,8,2,0,1,59.8,4.19,0,0,FALSE,TRUE,0,FALSE
1120,o tempo de entrega. Gostava que existissem outras slots de entrega. O meu almoço é das 12h às 13h e acabo por comer à frente do PC enquanto as reuniões acontecem.,2022-03-16T00:00:00Z,113,4,0,3,1,1,0,pt,10,0,0,2,48.77,8.38,0,0,TRUE,TRUE,F,TRUE
1185,Panado poderia vir com menos gordura. Demasiado óleo.,2022-03-16T00:00:00Z,48,0,0,2,0,0,0,pt,7,0,0,1,31.2,13.8,0,0,TRUE,TRUE,M,TRUE
1459,Infelizmente a lasanha estava muito salgada embora tenha sido a primeira vez que achei um prato da  salgado.,2022-03-16T00:00:00Z,1,2,0,7,12,5,8,pt,39,0,4,3,229.6,15.25,11,0,FALSE,FALSE,F,FALSE
1850,"O motorista não me telefonou, e deixou a caixa diretamente na recepcionista do edifício",2022-03-16T00:00:00Z,70,0,0,9,2,1,0,pt,18,0,0,11,107.675,16.67,0,0,FALSE,FALSE,M,TRUE
2185,Este +rato já veio melhor,2022-03-16T00:00:00Z,582,4,0,6,1,1,1,pt,16,0,0,2,82.97,13.05,0,0,TRUE,TRUE,F,TRUE
10385,Small portion for the price.,2022-03-16T00:00:00Z,7,6,0,85,18,8,6,en,181,23,1,63,1036.78,193.16,0,7,TRUE,TRUE,M,FALSE
1075,Pouco saboroso e pouca quantidade,2022-03-15T00:00:00Z,0,0,0,0,0,0,0,pt,1,0,0,0,5.9,0,0,0,FALSE,FALSE,F,FALSE
1159,Entrada errada,2022-03-15T00:00:00Z,1,126,0,31,14,3,1,pt,201,0,2,0,0.3,0,0,0,FALSE,FALSE,F,FALSE
5143,"O frango estava muito gorduroso, a fritura nao estava crocante",2022-03-15T00:00:00Z,28,11,0,20,1,0,0,pt,39,10,0,7,283.1435,17.01,0,0,TRUE,TRUE,M,FALSE
5609,"Mais uma vez 15+ minutos atrasado, para além da hora limite",2022-03-15T00:00:00Z,1,288,0,102,192,11,8,pt,725,38,1,5,4229.8,66.81,0,0,FALSE,TRUE,M,FALSE
7405,Pouco queijo para a quantidade de massa,2022-03-15T00:00:00Z,2,38,0,4,12,4,0,pt,81,0,0,4,304.85,15.7,0,2,FALSE,TRUE,F,FALSE
8166,Comida fria. Batatas cruas. Porco não estava bem assado.,2022-03-15T00:00:00Z,36,22,0,134,30,10,15,pt,283,32,0,13,1834.22929,82.49,0,34,TRUE,FALSE,0,TRUE
1079,"A sopa de abóbora estava muito salgada para além de fria. Recomendo a colocarem menos sal, pois, nessas ocasiões não há nada que se possa fazer. Mais vale a menos. Obrigado.",2022-03-14T00:00:00Z,1,2,0,2,2,0,0,pt,0,6,0,2,6.085,29.07,0,0,FALSE,FALSE,M,FALSE
1101,Not so . Cold.,2022-03-14T00:00:00Z,58,3,0,3,1,0,0,en,4,3,0,2,30.845,7.51,0,0,FALSE,TRUE,M,TRUE
1112,dry,2022-03-14T00:00:00Z,2,1,0,6,3,2,6,pt,18,0,0,8,115.61,15.49,0,0,FALSE,FALSE,F,FALSE
1225,A tempura estava demasiado grossa e pouco crocante,2022-03-14T00:00:00Z,2,139,0,71,70,22,21,pt,427,32,0,3,2781.115,4.11,0,0,FALSE,FALSE,F,FALSE
1358,Demasiado óleo,2022-03-14T00:00:00Z,21,0,0,3,2,1,2,pt,11,0,0,1,66.55,8.5,0,0,TRUE,TRUE,F,FALSE
1477,Caixa partida,2022-03-14T00:00:00Z,2,30,0,74,18,8,5,pt,156,6,2,3,997.77,43.46,1,6,TRUE,TRUE,M,FALSE
2536,entregaram ao meu vizinho,2022-03-14T00:00:00Z,0,2,0,8,0,0,0,pt,11,0,0,0,67.4,0,0,0,FALSE,TRUE,F,FALSE
3839,Pouco sabor e muito seco,2022-03-14T00:00:00Z,0,1,0,1,1,1,2,pt,7,0,0,0,43.15,0,0,0,FALSE,TRUE,0,FALSE
7327,"as batatas estavam um pouco secas, faltava um pouco de azeite",2022-03-14T00:00:00Z,24,16,0,12,2,6,2,pt,46,3,0,3,272.7,10.35,0,0,TRUE,TRUE,F,FALSE
7988,Spicy and cold,2022-03-14T00:00:00Z,17,6,0,6,0,1,0,en,20,0,2,0,77.26,0,0,2,FALSE,FALSE,M,FALSE
8714,"a caixa estava aberta, partida e sem o papel, não me deixou nada confortável comer",2022-03-14T00:00:00Z,25,12,0,65,7,17,2,pt,117,0,11,10,683.22142,23.14,12,8,TRUE,TRUE,0,FALSE
10075,Ensonsa e mais uma vez houve confusão com a encomenda de um casal de colegas meu. A  no inicio ainda afirmou que eu lhe tinha comido o almoço deles quando o meu almoço vinha como meu nome escrito... Podiam ter originado um conflito no meu local de trabalho...,2022-03-14T00:00:00Z,0,50,0,15,13,3,2,pt,86,0,0,1,342.12,1.88,0,0,TRUE,TRUE,M,FALSE
11453,Horario da entrega,2022-03-14T00:00:00Z,10,0,0,9,3,6,2,pt,28,0,0,1,163.6,7.2,0,0,FALSE,FALSE,M,FALSE
1451,Muito seco,2022-03-11T00:00:00Z,5,0,0,2,5,0,1,pt,9,0,0,0,68.9,0,0,0,FALSE,FALSE,F,FALSE
1554,"O prato estava OK, mas podia ser mais bem temperado. Alem disso, como o nome sugeria, poderia haver mais chouriço na porção.",2022-03-11T00:00:00Z,0,4,0,2,0,1,0,pt,8,0,0,1,22.6,7.5,0,0,FALSE,FALSE,M,FALSE
2117,"O arroz estava duro, provavelmente não estava bem cozido",2022-03-11T00:00:00Z,0,3,0,2,3,0,0,pt,8,2,0,3,45.0475,10.67,0,0,TRUE,FALSE,F,FALSE
6695,"Demasiado condimentada, pouca maçã. Não consegui comer mais de metade",2022-03-11T00:00:00Z,215,30,0,15,7,1,4,pt,67,4,0,5,337.31,19.64,0,0,TRUE,TRUE,M,TRUE
7412,Demasiado gengibre...,2022-03-11T00:00:00Z,0,59,0,78,35,8,15,pt,272,21,1,18,1538.214,117.12,0,0,TRUE,TRUE,0,FALSE
1098,Amendoins pouco crispy,2022-03-10T00:00:00Z,15,0,0,2,1,0,0,pt,4,0,0,1,23.3,7.2,0,0,FALSE,FALSE,M,FALSE
3671,Os legumes não estavam muito bons,2022-03-10T00:00:00Z,12,13,0,10,16,6,1,pt,50,0,0,1,302.7,5.9,0,0,TRUE,TRUE,F,FALSE
5976,Não acho que tenha tido uma boa relação qualidade preço,2022-03-10T00:00:00Z,0,7,0,6,11,1,4,pt,30,0,0,2,174.73,6.57,0,0,TRUE,TRUE,F,FALSE
6513,"arroz sem nenhum sabor, sem sal, peixe desfeito",2022-03-10T00:00:00Z,28,11,0,31,7,12,0,pt,72,0,0,27,387.25,57.71,0,0,TRUE,TRUE,F,FALSE
6865,"o jantar normalmente é entregue muito tarde, ontem meu filho já estava a dormir....",2022-03-10T00:00:00Z,5,10,0,36,21,0,2,pt,103,4,0,1,687.05,5.9,0,5,FALSE,FALSE,0,FALSE
6910,"não gostei do puré, o sabor a manga penso que foi demais pra mim (gosto pessoal))",2022-03-10T00:00:00Z,0,0,0,4,1,0,0,pt,6,1,0,1,38.4,5.9,0,0,FALSE,TRUE,F,FALSE
1107,"A proporção de arroz face aos restantes elementos do prato, é exagerada",2022-03-09T00:00:00Z,0,2,0,1,1,0,0,pt,3,2,0,0,29.2,0,0,0,TRUE,FALSE,F,FALSE
1128,O caldo verde poderia ter mais chourico.,2022-03-09T00:00:00Z,1,130,0,55,15,0,0,pt,214,0,1,0,24.4,0,0,0,FALSE,FALSE,F,FALSE
1131,O Robalo não tinha sabor e uma das batatas vinha crua.,2022-03-09T00:00:00Z,9,1,0,1,2,1,0,pt,4,1,0,0,31.5,0,0,0,FALSE,FALSE,F,FALSE
2025,O esparguete veio muito cozido,2022-03-09T00:00:00Z,14,32,0,101,32,16,21,pt,207,26,0,9,1483.77,53.68,0,1,TRUE,TRUE,0,FALSE
2595,Rice wasn't fresh,2022-03-09T00:00:00Z,1,1,0,38,23,1,1,en,73,0,0,1,531.96,4.89,0,1,TRUE,TRUE,F,FALSE
3258,"A refeição mal continha carne, 80% do prato era arroz",2022-03-09T00:00:00Z,5,11,0,25,0,0,0,pt,38,25,5,2,360.51,34.79,4,0,TRUE,TRUE,M,FALSE
3288,carne muito salgada. Puré muito doce,2022-03-09T00:00:00Z,1,0,0,3,8,0,1,pt,14,0,0,0,108.6,0,0,0,TRUE,TRUE,F,FALSE
3336,Too much cooking oil,2022-03-09T00:00:00Z,0,3,0,4,1,2,4,en,15,0,0,2,91.38,2.27,0,0,FALSE,FALSE,0,FALSE
7067,Muito arroz e pouco frango desta vez,2022-03-09T00:00:00Z,107,2,0,22,7,0,0,pt,29,3,0,12,179.235,42.31,0,0,TRUE,TRUE,F,TRUE
7721,"Não me foi entregue o prato que comprei, mas antes a bowl de salmão.",2022-03-09T00:00:00Z,6,11,0,34,7,1,0,pt,51,6,0,3,309.25,10.7,0,0,TRUE,TRUE,F,FALSE
9856,O motorista atrasou,2022-03-09T00:00:00Z,51,20,0,27,8,14,6,pt,71,4,0,10,359.97,51.98,0,2,FALSE,FALSE,F,TRUE
1141,i puked after,2022-03-08T00:00:00Z,23,2,0,1,1,0,0,en,5,0,0,2,19.985,6.17,0,0,FALSE,FALSE,F,FALSE
1638,um pouco aguado o boost,2022-03-08T00:00:00Z,45,7,0,2,0,1,1,pt,8,6,0,1,64.125,3.48,0,0,TRUE,TRUE,F,TRUE
1859,"Tendo em conta que a previsão de chegada era entre as 12:45 e as 13:15, não foi bom só ter recebido o almoço já muito perto das 14h.",2022-03-08T00:00:00Z,1,0,0,9,5,3,2,pt,28,0,0,1,180.2,3.3,0,0,FALSE,FALSE,0,FALSE
1977,A quantidade de salmão era mínima!,2022-03-08T00:00:00Z,22,2,0,22,8,13,4,en,68,1,0,1,431.2,6.95,0,0,TRUE,TRUE,M,FALSE
3816,"o molho da refeição estava fora da embalagem, estando a mesma muito danificada e suja",2022-03-08T00:00:00Z,1,46,0,34,38,19,18,pt,178,0,0,3,880.97,135.19,0,2,TRUE,TRUE,0,FALSE
6306,O molho agridoce estava entornado na comida,2022-03-08T00:00:00Z,1,0,0,16,6,0,0,pt,33,0,0,0,231.95,0,0,0,FALSE,FALSE,M,FALSE
1114,The Onion wasn't fresh & didn't taste great like last time,2022-03-07T00:00:00Z,0,0,0,0,1,0,0,en,1,0,0,1,2.55,5.95,0,0,FALSE,FALSE,M,FALSE
1125,"I did not like it at all, the chicken was tasteless and it was apparent that it was only boiled.",2022-03-07T00:00:00Z,1,90,0,13,17,5,3,en,154,0,1,0,5,0,0,0,FALSE,FALSE,0,FALSE
1127,O sabor nao tava la aquelas coisas o trago o gengibre estava mto forte.,2022-03-07T00:00:00Z,1,90,0,32,15,1,0,pt,152,0,1,0,0,0,0,0,FALSE,FALSE,F,FALSE
1130,not the best combination- the fish and the mashed stuff,2022-03-07T00:00:00Z,1,82,0,26,9,8,5,en,160,0,1,0,0,0,0,0,FALSE,FALSE,F,FALSE
1172,"item foi entregue muito depois, totalmente frio",2022-03-07T00:00:00Z,1,13,0,15,1,6,5,pt,44,0,0,0,258.05,0,0,0,FALSE,FALSE,F,FALSE
1370,Pataniscas muito oleosas e arroz a saber pouco a tomate,2022-03-07T00:00:00Z,190,3,0,2,2,1,0,pt,1,9,0,0,54.5,0,0,0,FALSE,FALSE,0,TRUE
1727,Encomenda incompleta com artigo de substituiçao que não era do meu agrado. Não me foi dada qualquer explicaçao para o que aconteceu.,2022-03-07T00:00:00Z,42,6,0,25,13,2,1,pt,59,2,0,4,412.04,17.71,0,0,TRUE,TRUE,M,TRUE
1930,"o prato foi bacalhau com natas e estava com pouco sabor, não estava gratinado como aparecia na foto, muito fraco...",2022-03-07T00:00:00Z,7,4,0,52,213,39,27,pt,349,0,0,0,2743.65,0,0,0,FALSE,FALSE,M,FALSE
2469,Muito oleosas...,2022-03-07T00:00:00Z,53,2,0,2,4,6,5,pt,28,6,0,9,177.335,44.32,0,0,FALSE,FALSE,M,TRUE
2812,The amount of duck was small.,2022-03-07T00:00:00Z,1,1,0,16,1,0,1,en,19,6,1,2,166,3.18,0,0,TRUE,TRUE,M,FALSE
2874,Não é bacalhau com natas…é batata e cenoura.,2022-03-07T00:00:00Z,18,22,0,14,17,6,2,pt,67,0,0,2,387.35,7.4,0,0,TRUE,TRUE,F,FALSE
3103,A qualidade da comida,2022-03-07T00:00:00Z,339,0,0,0,0,1,0,pt,2,0,0,0,16.1,0,0,0,FALSE,FALSE,F,TRUE
10863,"comida oleosa, talheres nao foram entregues",2022-03-07T00:00:00Z,10,17,0,33,4,2,0,pt,77,0,0,1,381.2,7.9,0,2,FALSE,FALSE,M,FALSE
11095,"Entrega feita na entrada principal, não é entregue em mãos.",2022-03-07T00:00:00Z,3,23,0,19,24,0,0,pt,73,0,0,3,369.9528,5.19,0,0,FALSE,FALSE,F,FALSE
1117,"Não apreciei muita a banana estar com a casca. Um pouco mais de feijão seria bom, ter um pouco mais de proteína.",2022-03-04T00:00:00Z,0,1,0,0,0,0,1,pt,0,2,0,0,10.85,0,0,0,FALSE,FALSE,0,FALSE
1138,"A embalagem vinha partida, e a comida vinha morna e tinha muito alho",2022-03-04T00:00:00Z,0,1,0,0,1,0,0,pt,0,2,0,0,10.1,0,0,0,TRUE,TRUE,0,FALSE
1198,O frango estava um pouco oleoso,2022-03-04T00:00:00Z,0,0,0,1,0,0,0,pt,1,0,0,0,7.9,0,0,0,TRUE,TRUE,F,FALSE
2028,As entradas vieram trocadas,2022-03-04T00:00:00Z,95,11,0,5,4,0,3,pt,2,23,0,1,135.325,1.72,0,0,TRUE,TRUE,F,TRUE
2111,"Muito arroz, poucos espinafres",2022-03-04T00:00:00Z,7,11,0,19,3,0,0,pt,37,8,0,9,253.795,17.9,0,0,FALSE,FALSE,M,FALSE
2892,"Tinha pouco salmão e o que tinha, vinha muito seco",2022-03-04T00:00:00Z,4,0,0,23,1,0,1,pt,36,0,0,1,249.05,7.9,0,0,FALSE,FALSE,0,FALSE
2939,"Saboroso, mas muito pouco salmão para a quantidade de esparguete.",2022-03-04T00:00:00Z,26,8,0,28,4,5,0,pt,47,1,0,15,267.284,26.51,0,0,TRUE,TRUE,F,FALSE
5070,"o tipo de arroz não me pareceu o apropriado para o prato, sem goma...",2022-03-04T00:00:00Z,81,4,0,10,30,7,19,pt,77,6,0,9,558.188,30.35,0,0,TRUE,TRUE,M,TRUE
1663,"Uma embalagem estava partida, com a comida a derramar",2022-03-03T00:00:00Z,5,10,0,53,11,2,0,pt,88,19,0,0,732.6,0,0,0,TRUE,TRUE,F,FALSE
1730,"Hoje, o puré hoje estava salgado",2022-03-03T00:00:00Z,1,40,0,90,110,38,32,pt,306,51,1,0,2506.23,0,0,0,TRUE,TRUE,0,FALSE
1906,Recebi  e-mail às 20:52 dizendo que o jantar tinha chegado quando o mesmo só chegou às 21:00 e ainda por cima com artigos errados: 1 sopa e 2 pratos,2022-03-03T00:00:00Z,4,83,0,94,54,19,6,pt,132,197,0,7,1929.65,21.4,0,0,FALSE,TRUE,M,FALSE
2650,Conforme reportei no chat a vitela apresentava-se queimada em varios pedaços de carne. O puré de batata estava estava extremamente salgado. Lamentável,2022-03-03T00:00:00Z,12,1,0,40,10,1,3,pt,32,48,1,8,512.505,31.94,0,0,TRUE,TRUE,M,FALSE
3954,O frango hoje veio encharcado de gordura. Bem diferente do que recebo para o almoço.,2022-03-03T00:00:00Z,4,13,0,97,34,10,2,pt,157,39,18,0,1200.05,0,19,6,TRUE,TRUE,F,FALSE
5196,Encontrei dos pedaços de plástico na embalagem. Pareciam ser pedaçoes partidos de talheres. :(,2022-03-03T00:00:00Z,22,45,0,36,42,37,26,pt,119,100,1,17,1172.17932,118.5,0,2,FALSE,FALSE,F,FALSE
6244,Parecia que estava estragado,2022-03-03T00:00:00Z,453,25,0,2,2,12,7,pt,52,0,0,0,221.2,0,0,0,TRUE,TRUE,F,TRUE
8825,Muita maionese,2022-03-03T00:00:00Z,7,0,0,4,16,0,0,pt,25,0,0,15,158.4425,40.21,0,0,FALSE,FALSE,M,FALSE
1555,"Pouco salmão, muito purê",2022-03-02T00:00:00Z,350,5,0,2,3,0,0,pt,19,0,0,2,109.5096,9.14,0,0,FALSE,FALSE,F,TRUE
2259,Sem sabor,2022-03-02T00:00:00Z,1,9,0,18,13,3,0,pt,55,1,0,1,355,7.9,0,0,TRUE,TRUE,F,FALSE
4579,A massa estava tipo argamassa…,2022-03-02T00:00:00Z,2,30,0,42,23,21,6,pt,129,0,0,36,579.17445,152.59,0,0,TRUE,TRUE,F,FALSE
5455,Informou que já entregue e ainda tal não tinha acintecido,2022-03-02T00:00:00Z,30,8,0,32,31,8,23,pt,127,4,0,5,819.08,29.67,0,1,FALSE,TRUE,0,FALSE
11539,Hoje a entrega foi muito tardia. A caixa partiu-se mas falei com o estafeta e disse que podia ficar com a refeição na mesma.,2022-03-02T00:00:00Z,5,3,0,25,13,6,0,pt,66,5,0,9,391.4775,59.45,0,2,TRUE,TRUE,F,FALSE
1201,Demasiada cenoura e o sabor fraco,2022-02-28T00:00:00Z,2,2,0,24,3,0,0,pt,26,13,0,3,228.0375,49.91,0,0,TRUE,TRUE,0,FALSE
1942,"Panados muito duros ,demasiado fritos",2022-02-28T00:00:00Z,119,4,0,4,0,0,0,pt,4,6,0,0,51.65,0,0,0,TRUE,TRUE,F,TRUE
10626,Estava muito gorduroso,2022-02-28T00:00:00Z,25,1,3,55,12,10,0,pt,108,2,0,7,691.7,39.5,0,22,TRUE,TRUE,F,FALSE
1134,"The sausage is not so great, I would rather appreciate to have a vegetable ingredient",2022-02-25T00:00:00Z,0,0,0,0,0,0,1,en,0,1,0,1,2.07,4.83,0,0,FALSE,FALSE,M,FALSE
1351,O tempo da entrega. De resto tudo muito bem,2022-02-25T00:00:00Z,12,0,0,3,1,1,1,pt,9,0,0,0,63,0,0,0,TRUE,TRUE,F,FALSE
6316,40 minutos depois da hora estipulada.,2022-02-25T00:00:00Z,31,3,0,7,2,2,0,pt,25,0,0,4,139.1,13.1,0,0,TRUE,TRUE,M,TRUE
6516,salmão numa quantidade ridicula,2022-02-25T00:00:00Z,68,21,0,75,32,7,2,pt,141,25,3,7,920.836,64.24,2,0,TRUE,TRUE,M,TRUE
1446,muito oleoso,2022-02-24T00:00:00Z,0,1,0,2,0,0,1,pt,4,0,0,0,24.45,0,0,0,FALSE,FALSE,F,FALSE
1458,O peixe estava com pouco sabor,2022-02-24T00:00:00Z,14,0,0,3,3,1,2,en,9,1,1,5,38.73,36.17,0,0,FALSE,FALSE,F,FALSE
3981,pouca quantidade,2022-02-24T00:00:00Z,6,1,0,18,6,0,0,pt,46,0,0,1,304.2,4.9,0,0,TRUE,TRUE,M,FALSE
4954,As chamuças são um pouco oleosas e têm demasiada batata,2022-02-24T00:00:00Z,1,46,0,29,12,8,4,pt,71,36,0,1,550.25,6.95,0,0,FALSE,FALSE,F,FALSE
5942,"A comida veio estragada, puré e carne azedos, com um sabor a vinagre horroroso. Encomendámos 2 doses e foram ambas para o lixo.",2022-02-24T00:00:00Z,1,4,0,3,1,0,0,pt,18,0,0,5,91.9,12.1,0,1,FALSE,FALSE,F,FALSE
6007,Sabor muito ácido e pouca carne. Demasiada cebola.,2022-02-24T00:00:00Z,0,11,0,30,14,7,6,pt,83,16,0,13,564.93966,50.6,0,0,FALSE,FALSE,M,FALSE
6532,Não achei que tivesse muito sabor,2022-02-24T00:00:00Z,77,4,0,5,0,0,1,pt,11,0,0,0,49.3,0,0,0,TRUE,TRUE,0,TRUE
10893,"O pad thai estava péssimo. Sem sabor, os brocolos eram só os pés dos floretes, sem molho, seco, sem os crocantes. a massa toda pegada e a lima seca e sem sumo. Parecia literalmente um prato de sobras do dia anterior.",2022-02-24T00:00:00Z,15,20,0,6,7,34,32,pt,110,0,1,8,555.53,22.1,0,0,TRUE,TRUE,F,FALSE
11575,"Ridiculous amount of chips, cold hamburger and smashed on the box.",2022-02-24T00:00:00Z,8,112,4,181,94,62,71,pt,654,7,1,19,3675.6986,312.31,0,12,FALSE,FALSE,0,FALSE
11681,Demasiadas ervilhas e pouca carne,2022-02-24T00:00:00Z,0,8,1,14,6,4,1,pt,44,0,0,2,208.2,7.9,0,0,TRUE,TRUE,F,FALSE
1207,"não sabia a bolo de chocolate, só sabia a côco",2022-02-23T00:00:00Z,1,11,0,2,4,1,0,pt,23,0,0,1,99.6,5.9,0,2,FALSE,FALSE,F,FALSE
1325,Pouca quantidade,2022-02-23T00:00:00Z,1,0,0,2,0,0,0,pt,3,0,0,1,2.23,20.07,0,0,FALSE,FALSE,0,FALSE
1618,O arroz estava um pouco encruado,2022-02-23T00:00:00Z,75,1,0,8,5,2,1,pt,17,0,0,2,106.55,8.9,0,0,FALSE,TRUE,F,TRUE
4741,A quantidade era pouca. Havia muito gordura na vitela e estava tudo embebido em molho.,2022-02-23T00:00:00Z,9,3,0,58,28,8,13,pt,26,122,0,4,1033.45,11.05,0,0,TRUE,TRUE,F,FALSE
6876,Carne MUITO rija,2022-02-23T00:00:00Z,13,8,0,14,5,9,5,pt,46,4,1,3,278.4532,4.7,0,5,TRUE,TRUE,M,FALSE
8952,As pataniscas estavam demasiado oleosas. Tirando isso nada mais a apontar,2022-02-23T00:00:00Z,86,4,0,9,8,1,1,pt,35,0,0,18,126.77,73.43,0,0,TRUE,TRUE,F,TRUE
